location_id,location_name,latitude,longitude
232,Coeur d'Alene,47.6776832,-116.7804664
233,El Monte,34.0686206,-118.0275667
234,Crystal Lake,42.2411344,-88.3161965
235,Danville,37.8215929,-121.9999606
236,Goodyear,33.4353394,-112.3576567
237,Paterson,40.9167654,-74.171811
238,Salem,44.9428975,-123.0350963
239,Kissimmee,28.291955699999995,-81.40757099999999
240,Saginaw,43.4194699,-83.9508068
241,Brownsville,25.9017472,-97.4974838
242,Flower Mound,33.0145673,-97.0969552
243,Grapevine,32.9342919,-97.0780654
244,Edina,44.889686600000005,-93.3499489
245,Detroit,42.331427000000005,-83.0457538
246,Fairfield,39.3454673,-84.56031870000001
247,Mansfield,32.5631924,-97.1416768
248,Rochester,43.16103,-77.61092190000001
249,Birmingham,33.5206608,-86.80249
250,Austin,30.267153000000004,-97.7430608
251,Santa Barbara,34.4208305,-119.6981901
252,Addison,41.931696,-87.9889556
253,Rio Rancho,35.2327544,-106.6630437
254,Normal,40.5142026,-88.99063120000001
255,Romeoville,41.6475306,-88.0895061
256,Coon Rapids,45.1732394,-93.3030063
257,San Mateo,37.562991700000005,-122.3255254
258,Orlando,28.5383355,-81.3792365
259,Casper,42.866632,-106.313081
260,Bedford,32.844017,-97.1430671
261,Wilmington,34.2257255,-77.9447102
262,Pinellas Park,27.8428025,-82.6995443
263,North Miami Beach,25.9331488,-80.1625463
264,Kansas City,39.114053000000006,-94.6274636
265,Fitchburg,42.5834228,-71.8022955
266,Wheeling,42.1391927,-87.92895909999999
267,Newton,42.3370413,-71.2092214
268,North Miami,25.8900949,-80.18671379999999
269,Norwich,41.5242649,-72.07591049999999
270,Newark,40.735657,-74.1723667
271,Alexandria,31.3112936,-92.4451371
272,Blaine,45.1607987,-93.2349489
273,Harlingen,26.1906306,-97.6961026
274,Lompoc,34.6391501,-120.4579409
275,Denton,33.2148412,-97.1330683
276,Galveston,29.3013479,-94.7976958
277,Greenwood,39.6136578,-86.10665259999999
278,Salinas,36.6777372,-121.6555013
279,Miami Gardens,25.9420377,-80.2456045
280,Huntington,38.41924960000001,-82.445154
281,Laredo,27.530567100000003,-99.4803241
282,Melbourne,28.0836269,-80.6081089
283,Haltom City,32.799573800000005,-97.2691817
284,Palm Bay,28.03446210000001,-80.5886646
285,Wilson,35.7212689,-77.91553950000001
286,Bountiful,40.8893895,-111.880771
287,Ceres,37.5949316,-120.9577098
288,Parma,41.404774200000006,-81.72290859999998
289,Rapid City,44.0805434,-103.2310149
290,Bell Gardens,33.9652918,-118.1514588
291,Commerce City,39.8083196,-104.9338675
292,Springfield,42.1014831,-72.589811
293,Fort Collins,40.5852602,-105.084423
294,San Leandro,37.7249296,-122.1560768
295,Vista,33.2000368,-117.2425355
296,Yonkers,40.9312099,-73.8987469
297,Cincinnati,39.1031182,-84.5120196
298,Hagerstown,39.6417629,-77.7199932
299,Sanford,28.802861199999995,-81.269453
300,Union City,40.6975898,-74.2631635
301,Toledo,41.6639383,-83.555212
302,Sierra Vista,31.5455001,-110.27728559999998
303,Newport News,37.0870821,-76.4730122
304,Hammond,41.5833688,-87.5000412
305,Buffalo Grove,42.1662831,-87.9631308
306,Sugar Land,29.6196787,-95.6349463
307,Huntsville,34.730368799999994,-86.5861037
308,Lodi,38.1341477,-121.2722194
309,Edmonds,47.8106521,-122.3773552
310,Duncanville,32.6518004,-96.9083366
311,Rocky Mount,35.938210299999994,-77.7905339
312,Pontiac,42.6389216,-83.2910468
313,National City,32.6781085,-117.0991967
314,Hayward,37.6688205,-122.0807964
315,Niagara Falls,43.0962143,-79.03773879999999
316,Sparks,39.5349112,-119.7526886
317,Hanford,36.3274502,-119.6456844
318,Cypress,33.8169599,-118.0372852
319,Youngstown,41.0997803,-80.6495194
320,Madison,34.6992579,-86.7483318
321,Redlands,34.055569299999995,-117.1825381
322,Cape Girardeau,37.3058839,-89.51814759999999
323,Nampa,43.5407172,-116.5634624
324,Washington,38.9071923,-77.03687070000001
325,Wheaton,41.8661403,-88.1070127
326,Lancaster,32.5920798,-96.7561082
327,Rialto,34.1064001,-117.3703235
328,Fargo,46.8771863,-96.7898034
329,Peoria,40.6936488,-89.58898640000001
330,Omaha,41.25236339999999,-95.9979883
331,Rancho Santa Margarita,33.640855,-117.603104
332,Manhattan,39.1836082,-96.5716694
333,Palm Springs,33.8302961,-116.54529209999998
334,San Diego,32.715738,-117.1610838
335,Santa Rosa,38.440429,-122.7140548
336,Lowell,42.633424700000006,-71.3161718
337,Broken Arrow,36.060949,-95.7974526
338,Kent,47.380933500000005,-122.2348431
339,Nashville,36.1626638,-86.78160159999999
340,Hackensack,40.8859325,-74.0434736
341,Broomfield,39.9205411,-105.0866504
342,Durham,35.99403289999999,-78.898619
343,Wichita,37.688889,-97.336111
344,Cathedral City,33.780538799999995,-116.4668036
345,Lakeville,44.6496868,-93.24272
346,Elmhurst,41.8994744,-87.9403418
347,Weslaco,26.1595194,-97.9908366
348,Greenfield,42.9614039,-88.0125865
349,Sunnyvale,37.36883,-122.0363496
350,Santa Cruz,36.9741171,-122.0307963
351,Kenosha,42.5847425,-87.8211854
352,State College,40.7933949,-77.8600012
353,Mansfield,40.758390000000006,-82.51544709999999
354,Quincy,39.9356016,-91.4098726
355,Pompano Beach,26.2378597,-80.1247667
356,San Angelo,31.4637723,-100.4370375
357,Bloomington,40.4842027,-88.9936873
358,Tracy,37.7396513,-121.4252227
359,Spartanburg,34.949567200000004,-81.93204820000001
360,Nashua,42.7653662,-71.467566
361,Macon,32.8406946,-83.6324022
362,Hempstead,40.7062128,-73.6187397
363,Camden,39.9259463,-75.1196199
364,Palm Desert,33.7222445,-116.3744556
365,Streamwood,42.02558270000001,-88.1784085
366,Chesapeake,36.7682088,-76.2874927
367,Dublin,40.0992294,-83.11407709999999
368,Camarillo,34.216393700000005,-119.0376023
369,Muskegon,43.2341813,-86.2483921
370,Elizabeth,40.6639916,-74.2107006
371,Anchorage,61.2180556,-149.90027780000003
372,Minot,48.23296679999999,-101.2922906
373,Davie,26.0764783,-80.2521157
374,McAllen,26.203407100000003,-98.2300124
375,McKinney,33.197246500000006,-96.6397822
376,Killeen,31.1171194,-97.7277959
377,Findlay,41.04422,-83.6499321
378,Oakland,37.8043637,-122.27111370000002
379,Mountain View,37.3860517,-122.0838511
380,Lake Elsinore,33.668077200000006,-117.3272615
381,Amarillo,35.2219971,-101.8312969
382,Provo,40.2338438,-111.6585337
383,Atlanta,33.7489954,-84.3879824
384,Monterey Park,34.0625106,-118.1228476
385,Strongsville,41.3144966,-81.83569
386,Madera,36.961335600000005,-120.0607176
387,Decatur,39.84031470000001,-88.9548001
388,Woonsocket,42.0028761,-71.5147839
389,Mobile,30.6953657,-88.0398912
390,Vallejo,38.1040864,-122.25663670000002
391,Arcadia,34.139729200000005,-118.0353449
392,Collierville,35.042036,-89.66452659999999
393,Jefferson City,38.57670170000001,-92.1735164
394,Longview,32.5007037,-94.7404891
395,Chandler,33.3061605,-111.8412502
396,Arvada,39.8027644,-105.0874842
397,Alhambra,34.095287,-118.1270146
398,Kokomo,40.486427,-86.13360329999999
399,Oakland Park,26.1723065,-80.13198929999999
400,Indianapolis,39.768403,-86.158068
401,Boynton Beach,26.531786600000004,-80.0905465
402,Apache Junction,33.4150485,-111.5495777
403,Mount Prospect,42.066416700000005,-87.9372908
404,Cranston,41.7798226,-71.4372796
405,Lafayette,40.4167022,-86.8752869
406,Olathe,38.8813958,-94.8191285
407,Johns Creek,34.0289259,-84.19857900000001
408,Greensboro,36.0726354,-79.79197540000001
409,Kalamazoo,42.2917069,-85.5872286
410,Tigard,45.4312294,-122.7714861
411,Jacksonville,34.7540524,-77.43024140000001
412,Citrus Heights,38.7071247,-121.2810611
413,Tuscaloosa,33.2098407,-87.5691735
414,Ankeny,41.7317884,-93.6001278
415,Hawthorne,33.9164032,-118.3525748
416,Hoover,33.405386699999994,-86.8113781
417,Delray Beach,26.4614625,-80.07282009999999
418,Wellington,26.6617635,-80.2683571
419,Bullhead City,35.1359386,-114.5285981
420,Weston,26.1003654,-80.3997748
421,Troy,42.6064095,-83.1497751
422,New Rochelle,40.9114882,-73.78235490000002
423,Stockton,37.9577016,-121.29077959999998
424,Royal Oak,42.4894801,-83.1446485
425,Titusville,28.6122187,-80.8075537
426,Laguna Niguel,33.5225261,-117.7075526
427,Spokane Valley,47.6732281,-117.2393748
428,Costa Mesa,33.6411316,-117.9186689
429,Grand Prairie,32.7459645,-96.9977846
430,Portsmouth,36.8354258,-76.29827420000001
431,Lacey,47.0342629,-122.8231915
432,Apex,35.732652,-78.85028559999999
433,Sioux City,42.4999942,-96.4003069
434,Encinitas,33.0369867,-117.2919818
435,Spanish Fork,40.114955,-111.654923
436,Huntington Park,33.981681200000004,-118.2250725
437,Eden Prairie,44.8546856,-93.470786
438,Peoria,33.5805955,-112.2373779
439,Tempe,33.4255104,-111.9400054
440,Wilmington,39.7390721,-75.5397878
441,Taylorsville,40.6677248,-111.9388258
442,Westland,42.324204,-83.400211
443,Mesquite,32.7667955,-96.5991593
444,Burlington,36.0956918,-79.43779909999999
445,Garland,32.912624,-96.6388833
446,Richmond,37.9357576,-122.3477486
447,Bismarck,46.8083268,-100.7837392
448,Carson City,39.1637984,-119.7674034
449,Muskogee,35.747876899999994,-95.3696909
450,Augusta-Richmond County,33.4734978,-82.0105148
451,Fayetteville,35.0526641,-78.87835849999999
452,Albany,31.5785074,-84.155741
453,Sayreville,40.4594021,-74.360846
454,Newark,37.5296593,-122.0402399
455,Diamond Bar,34.028622600000006,-117.8103367
456,Decatur,34.6059253,-86.9833417
457,Chattanooga,35.0456297,-85.3096801
458,Jeffersonville,38.27757020000001,-85.7371847
459,Bartlett,41.9950276,-88.1856301
460,Baldwin Park,34.0852868,-117.96089779999998
461,Miami Beach,25.790654,-80.1300455
462,Jackson,35.6145169,-88.8139469
463,Port Arthur,29.8849504,-93.939947
464,San Luis Obispo,35.2827524,-120.6596156
465,Burleson,32.5420821,-97.3208492
466,Newport Beach,33.6189101,-117.9289469
467,Riverton,40.521893,-111.9391023
468,Yakima,46.6020711,-120.5058987
469,Dayton,39.7589478,-84.1916069
470,Gulfport,30.367419800000004,-89.0928155
471,Long Beach,33.770050399999995,-118.1937395
472,Chico,39.7284944,-121.8374777
473,Hattiesburg,31.3271189,-89.2903392
474,Eugene,44.0520691,-123.08675359999998
475,Colton,34.0739016,-117.3136547
476,Montebello,34.0165053,-118.1137535
477,Pleasanton,37.6624312,-121.8746789
478,Everett,47.9789848,-122.2020794
479,Hutchinson,38.0608445,-97.9297743
480,Fairfield,38.2493581,-122.0399663
481,Avondale,33.4355977,-112.3496021
482,Euclid,41.5931049,-81.5267873
483,Battle Creek,42.32115220000001,-85.17971419999999
484,Bloomington,44.840798,-93.2982799
485,Rock Island,41.5094771,-90.5787476
486,Beaverton,45.487062,-122.8037102
487,Kenner,29.9940924,-90.2417434
488,Clovis,34.4047987,-103.2052272
489,Troy,42.7284117,-73.69178509999999
490,Milpitas,37.4323341,-121.8995741
491,Des Plaines,42.03336229999999,-87.88339909999999
492,Placentia,33.87223710000001,-117.8703363
493,Taunton,41.900101,-71.08976740000001
494,Montclair,34.0775104,-117.6897776
495,Johnson City,36.3134397,-82.35347270000001
496,Savannah,32.0835407,-81.0998342
497,Warren,41.2375569,-80.81841659999999
498,Vancouver,45.6387281,-122.6614861
499,Sunrise,26.1669711,-80.25659499999999
500,Muncie,40.1933767,-85.3863599
501,Lehi,40.3916172,-111.8507662
502,San Francisco,37.7749295,-122.4194155
503,Fontana,34.0922335,-117.435048
504,Frisco,33.1506744,-96.8236116
505,Chino Hills,33.989818799999995,-117.7325848
506,Poway,32.9628232,-117.0358646
507,Huber Heights,39.843947,-84.1246608
508,New Brunswick,40.4862157,-74.4518188
509,Norfolk,36.8507689,-76.28587259999999
510,Hillsboro,45.5228939,-122.989827
511,San Jacinto,33.783908399999994,-116.95863500000002
512,Pensacola,30.421309,-87.2169149
513,Hamilton,39.3995008,-84.5613355
514,Florence,34.1954331,-79.7625625
515,San Bernardino,34.1083449,-117.2897652
516,Peachtree Corners,33.9698929,-84.2214551
517,Victorville,34.5362184,-117.2927641
518,Gary,41.5933696,-87.3464271
519,Casa Grande,32.8795022,-111.7573521
520,Morgan Hill,37.130501200000005,-121.6543901
521,Dubuque,42.5005583,-90.6645718
522,Syracuse,43.0481221,-76.1474244
523,Clarksville,36.5297706,-87.3594528
524,Lakeland,28.0394654,-81.9498042
525,Valley Stream,40.6642699,-73.7084645
526,Dover,39.158168,-75.5243682
527,Moorhead,46.8737648,-96.7678039
528,Culver City,34.0211224,-118.3964665
529,Palatine,42.1103041,-88.03424
530,Seattle,47.6062095,-122.33207079999998
531,Covington,39.083671200000005,-84.5085536
532,Elk Grove,38.4087993,-121.3716178
533,Shreveport,32.5251516,-93.7501789
534,Ogden,41.223,-111.9738304
535,Harrisonburg,38.4495688,-78.8689155
536,Inglewood,33.9616801,-118.3531311
537,Pasadena,34.1477849,-118.1445155
538,Lawrence,42.7070354,-71.1631137
539,Lake Oswego,45.4206749,-122.6706498
540,Petaluma,38.232417,-122.6366524
541,Springfield,39.9242266,-83.8088171
542,Napa,38.2975381,-122.286865
543,Aurora,39.7294319,-104.8319195
544,Duluth,46.7866719,-92.1004852
545,Roanoke,37.2709704,-79.9414266
546,Bend,44.0581728,-121.3153096
547,Apple Valley,34.5008311,-117.1858759
548,Waltham,42.376485200000005,-71.2356113
549,Fort Myers,26.640628000000003,-81.87230840000001
550,Tampa,27.950575,-82.4571776
551,Upland,34.09751,-117.6483876
552,Danville,36.5859718,-79.3950228
553,Beloit,42.5083482,-89.0317765
554,Plantation,26.1275862,-80.23310359999999
555,Colorado Springs,38.8338816,-104.8213634
556,Modesto,37.6390972,-120.9968782
557,Grand Rapids,42.9633599,-85.6680863
558,Oak Park,41.885031700000006,-87.7845025
559,Sarasota,27.3364347,-82.5306527
560,Jurupa Valley,33.9971974,-117.4854802
561,Bellflower,33.8816818,-118.1170117
562,Boulder,40.0149856,-105.2705456
563,Santa Fe,35.686975200000006,-105.937799
564,Coachella,33.6803003,-116.173894
565,Marlborough,42.3459271,-71.55228740000001
566,Riverside,33.9533487,-117.3961564
567,Palmdale,34.5794343,-118.11646129999998
568,Novato,38.1074198,-122.5697032
569,Layton,41.0602216,-111.9710529
570,Bolingbrook,41.6986416,-88.0683955
571,Mission Viejo,33.6000232,-117.6719953
572,Glenview,42.0697509,-87.7878408
573,Lincoln,38.891565,-121.29300790000002
574,Folsom,38.6779591,-121.17605829999998
575,Prescott Valley,34.6100243,-112.315721
576,Las Cruces,32.3199396,-106.7636538
577,Bozeman,45.6769979,-111.0429339
578,Schaumburg,42.0333607,-88.0834059
579,Warren,42.5144566,-83.01465259999999
580,St. Peters,38.7874699,-90.6298922
581,Ames,42.034722,-93.62
582,Surprise,33.62923370000001,-112.3679279
583,Richardson,32.948333500000004,-96.7298519
584,Midland,43.6155825,-84.24721159999999
585,San Marcos,29.8832749,-97.9413941
586,Wilkes-Barre,41.2459149,-75.88130749999999
587,Appleton,44.2619309,-88.4153847
588,Shawnee,39.0228485,-94.7151865
589,Mentor,41.6661573,-81.339552
590,Livermore,37.6818745,-121.7680088
591,Charlotte,35.2270869,-80.8431267
592,Owensboro,37.7719074,-87.1111676
593,Jupiter,26.934224600000004,-80.09420870000001
594,Rohnert Park,38.3396367,-122.70109840000002
595,Chicago,41.8781136,-87.62979820000001
596,Billings,45.783285600000006,-108.5006904
597,Wauwatosa,43.049457200000006,-88.0075875
598,Lombard,41.8800296,-88.0078435
599,New Haven,41.308274,-72.9278835
600,York,39.9625984,-76.727745
601,Knoxville,35.96063839999999,-83.9207392
602,Elyria,41.36837979999999,-82.10764859999999
603,Barnstable Town,41.7003208,-70.3002024
604,Murray,40.6668916,-111.8879909
605,Alameda,37.7652065,-122.2416355
606,Manteca,37.7974273,-121.21605259999998
607,Maplewood,44.953021500000006,-92.9952153
608,Medford,42.3265152,-122.8755949
609,Murfreesboro,35.8456213,-86.39027
610,Yuba City,39.1404477,-121.6169108
611,Shelton,41.3164856,-73.0931641
612,Cedar Falls,42.5348993,-92.4453161
613,Germantown,35.08675770000001,-89.8100858
614,Scranton,41.408969,-75.66241219999999
615,Auburn,32.6098566,-85.48078249999999
616,Manassas,38.7509488,-77.4752667
617,Vacaville,38.3565773,-121.9877444
618,Santa Monica,34.01945429999999,-118.4911912
619,Suffolk,36.7282054,-76.5835621
620,Rochester Hills,42.6583661,-83.14993220000001
621,La Quinta,33.663357299999994,-116.3100095
622,Charleston,38.3498195,-81.6326234
623,Delano,35.7688425,-119.2470536
624,St. Cloud,28.2489016,-81.2811801
625,Charleston,32.776474900000004,-79.9310512
626,Kannapolis,35.4873613,-80.62173409999998
627,Corona,33.8752935,-117.5664384
628,Rocklin,38.7907339,-121.2357828
629,Lee's Summit,38.9108408,-94.3821724
630,Palm Coast,29.5844524,-81.2078699
631,Sandy,40.564978100000005,-111.8389726
632,Bentonville,36.3728538,-94.2088172
633,Santa Clarita,34.3916641,-118.542586
634,Altamonte Springs,28.6611089,-81.36562420000001
635,New Braunfels,29.7030024,-98.1244531
636,Memphis,35.1495343,-90.0489801
637,Irving,32.814017699999994,-96.9488945
638,Alexandria,38.8048355,-77.0469214
639,Hesperia,34.4263886,-117.3008784
640,Holyoke,42.2042586,-72.61620090000001
641,Dunwoody,33.9462125,-84.3346473
642,Skokie,42.0324025,-87.7416246
643,Kearny,40.7684342,-74.1454214
644,Bethlehem,40.6259316,-75.3704579
645,St. Joseph,39.7674578,-94.846681
646,Redondo Beach,33.8491816,-118.3884078
647,Houston,29.7604267,-95.3698028
648,Temecula,33.4936391,-117.1483648
649,Ann Arbor,42.2808256,-83.7430378
650,Beaumont,30.080174,-94.1265562
651,East Lansing,42.7369792,-84.48386540000001
652,Santee,32.8383828,-116.97391670000002
653,Tamarac,26.2128609,-80.2497707
654,Bellevue,41.1543623,-95.9145568
